"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"136349","RAINBOW-AS","Rainbow Internet Teleservices Private Limited","IN","","Not Disclosed","",NA
"59196","KOSNET-AS","Kavish online services private limited","IN","5-10Gbps","Mostly Inbound","",NA
"131367","VONLINE-AS-VN","Viet Online trading service corporation","VN","","","",NA
"267989","HIPER NETWORK EIRELI ME","HIPER NETWORK EIRELI ME","BR","","","",NA
"52935","Infobarra Solucoes em Informatica Ltda","Infobarra Solucoes em Informatica Ltda","BR","20-50Gbps","Mostly Inbound","BR",2012-08-16
"208221","ORIONNET-BRK","Orion telecom ltd","RU","5-10Gbps","Mostly Inbound","RU",2019-09-12
"135523","MULTINET-IE-AS-AP","Multinet Broadband","PK","","Not Disclosed","PK",2016-06-02
"135206","BLUWAVES-AS","Bluwaves Internet Services India P. Ltd","IN","10-20Gbps","Balanced","",NA
"21103","PRIMTEL-AS","Sakhalin","RU","","","RU",2001-08-27
"55685","JLM-AS-ID","PT Jala Lintas Media","ID","100-200Gbps","Balanced","",NA
"37463","MTN-CONGO","MTN Congo","CG","20-50Gbps","Mostly Inbound","CG",2012-06-19
"58080","hoor","Honar Rayaneh Pooya Andisheh PJSC","IR","","","IR",2015-11-30
"138801","SGBIPL-AS","Sg Broadband Internet Pvt.ltd.","IN","","Not Disclosed","",NA
"15975","Hadara-AS","Hadara Technologies Private Shareholding Company","PS","100-200Gbps","Mostly Inbound","PS",2000-11-16
"33763","Paratus","Paratus Telecommunications Limited","MU","200-300Gbps","Balanced","MU",2004-10-29
"134019","AIRWAVESINTERNET-AS","AIRWAVES INTERNET PRIVATE LIMITED","IN","100-1000Mbps","Not Disclosed","",NA
"263581","INFOWAY COMERCIO DE INFORM E TELECOMUNICACOES LTDA","INFOWAY COMERCIO DE INFORM E TELECOMUNICACOES LTDA","BR","20-50Gbps","Mostly Inbound","",NA
"48693","NTSERVICE-AS","Rices Privately owned enterprise","UA","","","UA",2016-02-25
"37381","VIPNET","AFRIQUE Technologies & Services","CI","100-1000Mbps","Balanced","CI",2011-09-23
"7616","JINET-BKK-AS-AP","Jasmine Internet Co, Ltd.","TH","","","TH",1997-09-03
"44507","KMTN-AS","OJSC Kostroma Municipal Telephone Network","RU","50-100Gbps","Mostly Inbound","RU",2008-01-29
"28178","Networld Provedor e Servicos de Internet Ltda","Networld Provedor e Servicos de Internet Ltda","BR","20-50Gbps","Mostly Inbound","BR",2008-01-10
"18429","EXTRALAN-TW","Extra-Lan Technologies Co., LTD","TW","","Not Disclosed","",NA
"52657","NORTE TELECOMUNICAiÂ¿Â½iÂ¿Â½ES SERVIiÂ¿Â½OS DE INTERNET LTDA","NORTE TELECOMUNICAiÂ¿Â½iÂ¿Â½ES SERVIiÂ¿Â½OS DE INTERNET LTDA","BR","5-10Gbps","Balanced","BR",2012-11-21
"61587","C. HOKI DA COSTA E CIA LTDA - ME","C. HOKI DA COSTA E CIA LTDA - ME","BR","10-20Gbps","Mostly Inbound","BR",2017-11-13
"47887","NEU-AS","NEU Telecom & Technologies","JO","20-50Gbps","Mostly Inbound","JO",2008-09-11
"50810","Mobinnet-AS","Mobin Net Communication Company (Private Joint Stock)","IR","","","IR",2010-03-29
"13037","ZEN-AS","Zen Internet - UK","GB","300-500Gbps","Mostly Inbound","GB",2000-02-25
"27901","Pacifico Cable SPA.","Pacifico Cable SPA.","CL","1-5Tbps","Mostly Inbound","CL",2007-05-04
"28198","SEMPRE TELECOMUNICACOES LTDA","SEMPRE TELECOMUNICACOES LTDA","BR","100-200Gbps","Heavy Inbound","BR",2008-04-02
"134878","GLORIOSA-AS","GLORIOSA INFOTEL IT SERVICES INDIA PRIVATE LIMITED","IN","","","",NA
"59323","PITB-PUNJAB-PK","Punjab Information Technology Board","PK","","Not Disclosed","PK",2014-02-28
"37356","Huge-Networks","Huge Network (Pty) Ltd","ZA","","Balanced","ZA",2011-07-12
"263145","GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP","GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP","BR","50-100Gbps","Heavy Inbound","BR",2014-05-16
"56041","CMNET-Zhejiang-AP","China Mobile communications corporation","CN","","","",NA
"32856","HSSCOREBGP01","Haemonetics","CA","","","CA",2004-08-06
"12737","RIGHTSIDE16","KrasPromStroy, LLC","RU","","","RU",2015-09-23
"52708","Linenet Suprimentos para Informatica LTDA-ME","Linenet Suprimentos para Informatica LTDA-ME","BR","100-1000Mbps","Balanced","BR",2012-12-28
"196638","Promtelecom-AS","ALLOTELECOM LLC","RU","","","RU",2009-01-15
"39074","IR-SEPANTA","SEPANTA Internet and MPLS services provider co.","IR","","Not Disclosed","IR",2005-12-07
"28260","ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP","ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP","BR","100-200Gbps","Heavy Inbound","BR",2008-10-10
"39862","DIGICOM","PP DIGITAL COMMUNICATIONS","UA","20-50Gbps","Balanced","UA",2006-05-08
"2607","SANET","Slovak Academic Network","SK","10-20Gbps","Mostly Inbound","SK",1993-10-21
"28417","Universidad AutAÂ³noma de Chiapas","Universidad AutAÂ³noma de Chiapas","MX","","","MX",2017-04-11
"133823","INFOKOM-AS-ID","PT Infokom Elektrindo","ID","","","",NA
"4685","ASAHI-NET","Asahi Net","JP","","Mostly Inbound","",NA
"268923","L&R Digital Internet LTDA","L&R Digital Internet LTDA","BR","100-1000Mbps","Balanced","BR",2019-05-03
"45433","KISPL-AS-IN","Kappa Internet Services Private Limited","IN","1-5Gbps","Mostly Inbound","IN",2008-09-15
"52729","BrNet Informatica","BrNet Informatica","BR","10-20Gbps","Heavy Inbound","BR",2013-01-28
"201826","era-telecom","LLC eratelecom company","RU","","","RU",2014-07-02
"198605","AVAST-AS-DC","Gen Digital dba as Avast","CZ","","Balanced","CZ",2012-03-21
"38661","HCLC-AS-KR","abcle","KR","","","",NA
"12872","RIPE NCC ASN block","RIPE NCC ASN block","","","","",NA
"57835","FGUP-ELEKTROSVYAZ-AS","JSC ELEKTROSVYAZ","RU","","","RU",2012-02-17
"2554","JPNIC-2Byte-ASBLOCK-AP","for assignment to JPNIC members","JP","","","JP",2002-08-01
"264026","GERSON F.M. DA SILVA- SERVICOS DE COMUNICACAO MULT","GERSON F.M. DA SILVA- SERVICOS DE COMUNICACAO MULT","BR","5-10Gbps","Mostly Inbound","",NA
"3790","RADIOGRAFICA COSTARRICENSE","RADIOGRAFICA COSTARRICENSE","CR","","Not Disclosed","CR",1994-08-25
"57111","ALTITUD","ALTITUD RETI SRL","IT","5-10Gbps","Mostly Inbound","IT",2017-04-12
"135818","GTNCPL-AS","Green Tech Net Com Pvt Ltd","IN","","Not Disclosed","IN",2016-10-25
"203561","KTK-TELECOM","KTK TELECOM LLC","RU","","","RU",2015-12-10
"62331","TVK-AS","Media Holding TVK Ltd.","RU","","","RU",2013-10-31
"23923","AGNI-AS","Agni Systems Limited","BD","5-10Gbps","Mostly Inbound","BD",2003-10-30
"49218","NTKS-AS","Nizhnetagilskie Kompyuternye Seti LLC","RU","20-50Gbps","Mostly Inbound","RU",2009-04-29
"45925","TELETALK-BD","ASN For Teletalk Bangladesh Ltd.","BD","","Balanced","BD",2009-10-14
"39501","NGSAS-NedaGostarSaba","Parvaresh Dadeha Co. Private Joint Stock","IR","","","IR",2006-03-08
"45284","WLSNET-AS-AP","Wireline Solution India Pvt Ltd.","IN","20-50Gbps","Balanced","IN",2008-07-24
"31245","ATI-ISP","ATI - Internet Service Provider","TN","","","TN",2007-09-20
"51583","KTS-AS","LLC ""Kuzbass phone networks""","RU","","","RU",2010-10-04
"50911","AS-ELECTRON","LLC ""Electron-Telecom""","RU","","","RU",2010-04-20
"30860","YURTEH-AS","Virtual Systems LLC","UA","1-5Tbps","Not Disclosed","UA",2003-12-23
"52686","F.J.FANTINI AMPARO ME","F.J.FANTINI AMPARO ME","BR","50-100Gbps","Mostly Inbound","BR",2012-12-12
"42708","PORTLANE","www.portlane.com","SE","","Balanced","SE",2007-04-04
"34577","SKATTV-AS","SKAT TV Ltd.","BG","5-10Gbps","Balanced","BG",2005-02-16
"264368","A. L. A. INFORMATICA LTDA.","A. L. A. INFORMATICA LTDA.","BR","","","BR",2014-09-17
"38712","TELNET-AS-BD-AP","Telnet Communication Limited Network and Transit Service Provider. Having Nationwide MPLS Network For Internet and Data Connectivity Through Telnets Own Network Infrastructure","BD","1-5Gbps","Mostly Inbound","BD",2007-08-27
"265605","VELOCOM SA DE CV","VELOCOM SA DE CV","MX","50-100Gbps","Mostly Inbound","MX",2019-11-07
"24556","BIJOY-BD-AS-AP","Bijoy Online Ltd. Multihome Internet Service Provider","BD","5-10Gbps","Balanced","BD",2006-02-07
"262332","AGI InformiÂ¿Â½tica Ltda ME","AGI InformiÂ¿Â½tica Ltda ME","BR","","","BR",2011-12-26
"41557","TELEKABEL-AS","Drustvo za telekomunikaciski uslugi TELEKABEL DOOEL Stip","MK","","","MK",2006-09-13
"210116","PS-QUINTIEZ","Quintiez Alfa General Trading Co.","PS","1-5Gbps","Heavy Inbound","PS",2018-10-05
"18001","DIALOG-AS","Dialog Axiata PLC.","LK","","Mostly Inbound","LK",2002-02-15
"268540","ULTRA FIBER INTERNET LTDA - ME","ULTRA FIBER INTERNET LTDA - ME","BR","100-1000Mbps","Heavy Inbound","BR",2018-09-17
"133226","RURIC-AS-IN","Ruric Private Limited","IN","","Not Disclosed","",NA
"19816","NCSDATACOM","NCS DataCom, Inc.","US","","Not Disclosed","US",2001-02-14
"25106","MTSBY-AS","Mobile TeleSystems JLLC","BY","","Not Disclosed","BY",2002-07-26
"265620","UFINET MEXICO S. DE R.L. DE C.V.","UFINET MEXICO S. DE R.L. DE C.V.","MX","","","MX",2020-01-17
"136654","KRISHNAB-AS-IN","Krishna Broadband","IN","10-20Gbps","Mostly Inbound","",NA
"132883","TOPWAY-AS-AP","TOPWAY GLOBAL LIMITED","HK","","","HK",2013-06-26
"267488","ANDRE LUIZ SILVA DOS SANTOS INFORMATICA - ME","ANDRE LUIZ SILVA DOS SANTOS INFORMATICA - ME","BR","100-1000Mbps","Mostly Outbound","BR",2017-08-17
"398722","CENSYS-ARIN-03","Censys, Inc.","US","","","US",2020-08-18
"43898","ORCL-AM-OPC1","Oracle Svenska AB","SE","","","SE",2016-12-20
"132717","NDCTPL-IN","NxtGen Datacenter & Cloud Technologies Pvt. Ltd.","IN","","","IN",2013-03-28
"135760","SPEDNT-AS","Speednet Unique Network Pvt Ltd","IN","","Mostly Inbound","",NA
"10481","Telecom Argentina S.A.","Telecom Argentina S.A.","AR","300-500Gbps","Heavy Inbound","AR",1997-08-20
"135920","EHOST-AS-VN","Ehost software company limited","VN","","","",NA
"53136","SVA INTERNET LTDA","SVA INTERNET LTDA","BR","","","BR",2009-07-30
"21599","Cable Onda","Cable Onda","PA","","","PA",2001-05-30
"21183","VODAFONE-FIX-AS","Tirana, Albania","AL","20-50Gbps","Heavy Inbound","AL",2001-09-18
"131210","YASHTEL1-AS-AP","2713/4 lakshmi building adipampa road v.v.mohalla","IN","20-50Gbps","Heavy Outbound","IN",2010-02-12
"27717","Corporacion Digitel C.A.","Corporacion Digitel C.A.","VE","","Not Disclosed","VE",2003-09-23
"17589","GABIA-AS-KR","GABIA Inc.","KR","","","",NA
"136384","OPTIX-AS-AP","Optix Pakistan (Pvt.) Limited","PK","","Mostly Inbound","PK",2017-02-18
"4657","STARHUB-INTERNET","StarHub Ltd","SG","200-300Gbps","Balanced","SG",1996-01-18
"28326","Total Telecom LTDA-ME","Total Telecom LTDA-ME","BR","","Not Disclosed","BR",2007-07-16
"17421","EMOME-NET","Mobile Business Group","TW","","","",NA
"61668","Mr. Ynet Network Informatica Ltda","Mr. Ynet Network Informatica Ltda","BR","50-100Gbps","Balanced","BR",2014-09-03
"197023","ASCOMTELTV","MTS Belgorod branch","RU","","","RU",2010-04-16
"48006","LANGATE-NET","INFOCOM","UA","","","UA",2008-09-26
"15704","AS15704","XTRA TELECOM S.A.","ES","1-5Tbps","Balanced","ES",2000-09-20
"44513","OPTIMA","Optima Italia S.p.A.","IT","20-50Gbps","Mostly Inbound","IT",2008-01-30
"30986","SCANCOM","Scancom Autonomous System to implement a multihomed site.","GH","100-200Gbps","Heavy Inbound","GH",2004-06-14
"36917","ACS","ACS | Angola Comunicacoes & Sistemas Lda","AO","","Not Disclosed","AO",2006-10-12
"23700","Fastnet-AS-ID","Linknet-Fastnet ASN","ID","100-200Gbps","Mostly Inbound","",NA
"31242","TKPSA-AS","P4 Sp. z o.o.","PL","","Mostly Inbound","PL",2004-03-29
"12322","PROXAD","Free SAS","FR","10-20Tbps","Heavy Inbound","FR",1999-03-11
"138965","SSTI-AS-AP","Streamtech Systems Technologies Inc.","PH","","Heavy Inbound","PH",2019-04-04
"133360","IDNIC-AWINET-AS-ID","PT Awinet Global Mandiri","ID","20-50Gbps","Heavy Inbound","",NA
"37645","ZAP-Angola","ZAP-Angola","AO","100-200Gbps","Mostly Inbound","AO",2013-10-28
"61634","","","","","","",NA
"6877","AS6877","JSC ""Ukrtelecom""","UA","","","UA",1999-11-29
"58813","DTECH-BD","Dtech Limited","BD","","Not Disclosed","BD",2013-02-25
"28130","CERTTO TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA EPP.","CERTTO TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA EPP.","BR","50-100Gbps","Mostly Inbound","BR",2008-12-30
"269136","Andre L. Azariti & Cia LTDA","Andre L. Azariti & Cia LTDA","BR","1-5Gbps","Not Disclosed","BR",2019-07-12
"205085","BG-NETPLUSONE","NET PLUS ONE Ltd.","BG","","","BG",2017-11-09
"133977","INPL-AS-IN","Ishan Netsol Pvt Ltd","IN","1-5Gbps","Mostly Outbound","",NA
"37119","unitel-AS","Unitel SA","AO","100-200Gbps","Balanced","AO",2009-07-27
"48882","OPTIMA-SHID-AS","LLC Optima-East","UA","","","UA",2009-02-23
"15723","AZERONLINE","""AZERONLINE LTD"" JOINT ENTERPRISE","AZ","20-50Gbps","Balanced","AZ",2000-09-28
"58590","AMTRON-IN","Assam Electronics Development Corp Ltd","IN","","","IN",2012-05-02
"30969","ZOL-AS","Zimbabwe Online (Private) Ltd.","ZW","","","ZW",2004-01-29
"267910","BRUNO Y ASOCIADOS SERVICIOS TECNOLOGICOS S.A","BRUNO Y ASOCIADOS SERVICIOS TECNOLOGICOS S.A","AR","","Not Disclosed","AR",2019-06-21
"262202","Telefonica de Costa Rica TC, SA","Telefonica de Costa Rica TC, SA","CR","100-200Gbps","Heavy Inbound","CR",2012-03-16
"8220","COLT","COLT Technology Services Group Limited","GB","1-5Tbps","Balanced","GB",1997-02-24
"24203","NAPXLNET-AS-ID","PT XL Axiata","ID","500-1000Gbps","Mostly Inbound","",NA
"54290","HOSTWINDS","Hostwinds LLC.","US","20-50Gbps","Balanced","US",2011-12-05
"60932","DABCO","DADE PARDAZAN AVAYE BANDAR COMPANY","IR","","","IR",2013-04-10
"201814","Mevspace","MEVSPACE sp. z o.o.","PL","300-500Gbps","Heavy Outbound","PL",2014-07-03
"37090","ISOCEL","ISOCEL SA","BJ","1-5Gbps","Heavy Inbound","BJ",2009-03-02
"29072","RDTC-AS","RDTC Autonomous System ISP at Novokuznetsk city","RU","","","RU",2003-05-26
"8615","CNT-AS","Moscow, Russia","RU","50-100Gbps","Mostly Inbound","RU",1998-01-09
"19318","IS-AS-1","Interserver, Inc","US","100-200Gbps","Balanced","US",2005-12-09
"58164","ASKPNET","Zasseev Andrey Ruslanovych","UA","","","UA",2012-05-18
"48359","Hesabgar-AS","Hesabgar Pardaz Gharb PJSC","IR","","","IR",2008-11-18
"64316","IDNIC-RADENFATAH-AS-ID","Universitas Islam Negeri Raden Fatah Palembang","ID","","","",NA
"59989","thglobalvision16","T.H. Global Vision SARL","LB","","Not Disclosed","LB",2014-07-16
"59392","FLASH-INTERNET-AS","IE Dikhtyaryuk Dmitriy Yurevich","RU","","","RU",2016-05-25
"10507","SPCS","Sprint Personal Communications Systems","US","","","US",1997-08-29
"41668","ERTH-KAZAN-AS","JSC ""ER-Telecom Holding""","RU","","","RU",2006-10-03
"52352","TVC5 S.A.","TVC5 S.A.","AR","1-5Gbps","Mostly Inbound","AR",2011-11-01
"198279","ATU-AL-AS","Albanian Telecommunications Union SH. P.K.","AL","","Not Disclosed","AL",2011-12-01
"138320","FALCONLINK1-AS-AP","Shamsuzzaman Mamun","BD","","","BD",2018-09-19
"262838","STARNET TELECOMUNICACOES LTDA","STARNET TELECOMUNICACOES LTDA","BR","50-100Gbps","Heavy Inbound","BR",2010-11-29
"44429","MXTEL-AS","MXTel Ltd.","RU","","","RU",2008-01-18
"16066","TEST-UA","T.E.S.T. Ltd","UA","","Mostly Inbound","UA",2000-12-12
"398705","CENSYS-ARIN-02","Censys, Inc.","US","","","US",2020-08-13
"7643","VNPT-AS-VN","Vietnam Posts and Telecommunications (VNPT)","VN","","","VN",1997-10-14
"15311","Telefonica Empresas","Telefonica Empresas","CL","20-50Gbps","Mostly Inbound","CL",2000-04-14
"58542","CHINATELECOM-TIANJIN","Tianjij,300000","CN","","","",NA
"16596","Universidad Autonoma del Estado de Baja California","Universidad Autonoma del Estado de Baja California","MX","","","MX",2000-05-23
"140167","ANLNET-AS-IN","Anl Network Pvt Ltd","IN","5-10Gbps","Balanced","",NA
"27708","GCA Telecom","GCA Telecom","SV","","Not Disclosed","SV",2003-06-27
"44220","RIPE NCC ASN block","RIPE NCC ASN block","","","Not Disclosed","",NA
"12380","LENSVYAZ","PJSC Rostelecom Leningrad Region Autonomous System","RU","","","RU",1999-04-21
"10474","OPTINET","Dimension Data","ZA","20-50Gbps","Mostly Inbound","ZA",2015-12-11
"20515","INTERDON-AS","ISP Interdon","UA","","","UA",2001-03-19
"136783","NETCORE-AS-AP","Spectrum Life Company Limited","MM","","Not Disclosed","MM",2017-06-28
"34594","OT-AS","Telemach Hrvatska d.o.o.","HR","50-100Gbps","Mostly Inbound","HR",2005-02-21
"263292","L E M TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA -ME","L E M TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA -ME","BR","50-100Gbps","Mostly Inbound","BR",2014-04-25
"12455","JAMBONET","Jambonet Autonomous system","KE","20-50Gbps","Mostly Inbound","KE",2007-09-17
"12494","ASN-POSTLTD","OOO ""Post ltd""","RU","","","RU",2002-11-04
"28111","Grupo Solunet SRL","Grupo Solunet SRL","AR","50-100Gbps","Heavy Inbound","AR",2010-01-14
"43714","EPL-AS","Production co-operative Economic-legal laboratory","RU","","","RU",2007-09-18
"204144","COMFORT-AS","Comfort XXI Century Ltd.","RU","","Not Disclosed","RU",2015-08-13
"58717","SUMMITCOMMUNICATIONS-BD","Summit Communications Ltd","BD","1-5Tbps","Mostly Inbound","BD",2012-10-10
"23520","COLUMBUS-NETWORKS","Columbus Networks USA, Inc.","US","1-5Tbps","Mostly Inbound","US",2002-04-02
"268392","Hagalink Telecomunicacoes Ltda - Me","Hagalink Telecomunicacoes Ltda - Me","BR","","Not Disclosed","BR",2018-07-31
"57847","ASPEChAYKOF","PE ChAYKOF","UA","","","UA",2012-02-21
"38763","CYBERBINTAN-AS-ID","PT. Cyber Bintan","ID","100-1000Mbps","Mostly Inbound","",NA
"137653","DSTECH-AS-IN","Dstech Cyberspace Pvt Ltd","IN","1-5Gbps","Mostly Inbound","",NA
"15516","DK-DANSKKABELTV","DANSK KABEL TV A/S","DK","","Mostly Inbound","DK",2000-07-25
"30983","MARWAN-AS","Moroccan Academic Network - MARWAN","MA","10-20Gbps","Mostly Inbound","MA",2004-05-21
"28368","SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME","SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME","BR","300-500Gbps","Mostly Inbound","BR",2007-12-06
"35640","MIGRAPH-AS","PITER-IX-FV","RU","10-20Gbps","Mostly Inbound","RU",2005-09-21
"14463","GRUPO TDKOM","GRUPO TDKOM","BR","20-50Gbps","Heavy Inbound","BR",2000-01-26
"36998","SDN-MOBITEL","MOBITEL","SD","0-20Mbps","Not Disclosed","SD",2007-12-28
"263189","GLG PERU SAC","GLG PERU SAC","PE","","Not Disclosed","PE",2013-11-12
"57121","IT-SYSTEMATIC-GROUP","Piotr Bukowczyk trading as IT Systematic Group","PL","5-10Gbps","Balanced","PL",2011-07-25
"52744","The Center InformiÂ¿Â½tica Ltda","The Center InformiÂ¿Â½tica Ltda","BR","20-50Gbps","Heavy Inbound","",NA
"27800","Digicel Trinidad and Tobago Ltd.","Digicel Trinidad and Tobago Ltd.","TT","100-200Gbps","Not Disclosed","TT",2005-11-21
"38009","TELIKOM-PNG-AS-AP","Telikom PNG Satellite Tier 1 AS Internet Service","PG","","Not Disclosed","PG",2006-05-05
"45582","VAINAVIINDUSTRIESLTD-IN","VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA","IN","100-200Gbps","Mostly Inbound","IN",2008-12-19
"25229","VOLIA-AS","Kyivski Telekomunikatsiyni Merezhi LLC","UA","300-500Gbps","Balanced","UA",2002-09-06
"204393","Parvaz-System-Information-Technology-Company","Parvaz System Information Technology Company (Ltd)","IR","","","IR",2018-03-20
"8697","JTC-AS8697","Jordan Telecom Group ( JTG )","JO","1-5Tbps","Mostly Inbound","JO",1998-03-05
"22313","Supercable","Supercable","VE","","","VE",2001-09-05
"14259","Gtd Internet S.A.","Gtd Internet S.A.","CL","500-1000Gbps","Mostly Inbound","CL",2001-05-16
"12357","COMUNITEL","SPAIN","ES","","Not Disclosed","ES",1999-04-07
"133547","BITNET-AS-AP","Bit Net Technology","BD","","","BD",2017-03-27
"133589","DECO-AS","DECO MEDIA AND COMMUNICATIONS PVT LTD","IN","","Mostly Inbound","IN",2014-08-27
"266446","ITJSC SERVICOS DE COMUNICACAO E SOLUCOES LTDA - ME","ITJSC SERVICOS DE COMUNICACAO E SOLUCOES LTDA - ME","BR","","","BR",2016-12-27
"31012","DCM-AS","Vipnet d.o.o.","HR","","","HR",2004-02-04
"135405","TMHTTWTL-AS-AP","WELINK","MM","","","MM",2016-05-06
"2280","OCBHoney","OCB public cloud network","FR","","","FR",1993-09-01
"16143","RadioNet-AS","OOO NIIR-RadioNet","RU","","Not Disclosed","RU",2001-01-05
"9105","TISCALI-UK","TalkTalk Communications Limited","GB","","","GB",1998-12-16
"44734","INTERCOM-AS","INTERCOM Ltd.","RU","","","RU",2008-02-29
"209046","AS-GAL","Georgianairlink LLC","GE","5-10Gbps","Heavy Inbound","GE",2019-04-17
"43197","TT-Mobile-AS","PJSC TT mobile","TJ","5-10Gbps","Balanced","TJ",2009-09-23
"10029","SHYAMSPECTRA-AS","SHYAM SPECTRA PVT LTD","IN","","Mostly Inbound","IN",2000-06-14
"5484","CIS","64CIS Infromation Technology Group","IR","","","IR",2012-01-02
"139813","SMARTONLINE-AS-AP","Smart Online","BD","","","BD",2019-11-24
"17727","NAPINFO-AS-AP","PT. NAP Info Lintas Nusa","ID","20-50Gbps","Mostly Inbound","ID",2001-04-17
"262253","ECONOCABLE MEDIA SAC","ECONOCABLE MEDIA SAC","PE","100-200Gbps","Balanced","PE",2012-12-03
"7727","Hondutel","Hondutel","HN","","Not Disclosed","HN",1996-12-20
"12271","TWC-12271-NYC","Charter Communications Inc","US","","","US",2000-06-09
"38625","CJONLINE","CJONLINE ISP India","IN","","Not Disclosed","IN",2007-08-06
"59784","NETWORKING-CONSULTIN-AS","Calea Nationala 88","RO","","","RO",2014-10-02
"31323","RIPE NCC ASN block","RIPE NCC ASN block","","1-5Gbps","Balanced","",NA
"262794","HTEC Telecomunicacoes EIRELI","HTEC Telecomunicacoes EIRELI","BR","10-20Gbps","Balanced","BR",2010-09-30
"59165","AUSPICE-AS","Auspice Infratel Pvt. Ltd.","IN","5-10Gbps","Mostly Inbound","",NA
"135758","ALACRIY-AS","Alacriy Net System Service Private Limited","IN","5-10Gbps","Mostly Outbound","",NA
"268442","Microblue ComiÂ¿Â½rcio e AcessiÂ¿Â½rios Ltda.-ME","Microblue ComiÂ¿Â½rcio e AcessiÂ¿Â½rios Ltda.-ME","BR","","","",NA
